x,y,u,v,p,area
0.231,0.321,1.27,-0.0588,1.22,0.019801980198019802
0.19699999999999998,0.031,0.7340000000000001,-0.0235,1.72,0.019801980198019802
0.0414,0.3,0.8029999999999999,0.141,2.51,0.019801980198019802
0.0775,0.162,0.805,-0.19899999999999998,2.8,0.019801980198019802
0.836,0.39299999999999996,0.17,-3.39e-05,0.273,0.019801980198019802
0.248,0.324,1.24,-0.124,1.15,0.019801980198019802
0.792,0.405,0.0519,-7.14e-06,0.317,0.019801980198019802
0.9570000000000001,0.11,0.7979999999999999,-0.00028399999999999996,0.146,0.019801980198019802
1.0,0.151,0.92,-0.00259,0.10300000000000001,0.019801980198019802
0.375,0.33399999999999996,0.845,-0.136,0.81,0.019801980198019802
0.32899999999999996,0.401,0.17800000000000002,-0.00435,0.8809999999999999,0.019801980198019802
0.37200000000000005,0.0162,0.237,0.009340000000000001,0.768,0.019801980198019802
0.295,0.0796,1.03,0.212,0.9840000000000001,0.019801980198019802
0.239,0.0988,1.16,0.156,1.07,0.019801980198019802
0.945,0.125,0.851,4.8100000000000004e-05,0.159,0.019801980198019802
0.33799999999999997,0.397,0.239,-0.00822,0.857,0.019801980198019802
0.89,0.26,0.9079999999999999,-0.00231,0.218,0.019801980198019802
0.669,0.20800000000000002,0.9640000000000001,-0.0016899999999999999,0.444,0.019801980198019802
0.489,0.0818,0.6829999999999999,0.0331,0.632,0.019801980198019802
0.6859999999999999,0.308,0.755,0.00206,0.426,0.019801980198019802
0.889,0.0449,0.41200000000000003,0.000662,0.21600000000000003,0.019801980198019802
0.317,0.0964,0.955,0.251,0.904,0.019801980198019802
0.518,0.406,0.039,-8.05e-05,0.579,0.019801980198019802
0.318,0.14,0.68,0.26899999999999996,0.8390000000000001,0.019801980198019802
0.47,0.165,0.871,0.0316,0.684,0.019801980198019802
0.0432,0.0235,0.239,-0.0144,2.49,0.019801980198019802
0.282,0.0496,0.902,0.10300000000000001,1.09,0.019801980198019802
0.313,0.386,0.46799999999999997,-0.0278,0.958,0.019801980198019802
0.578,0.22399999999999998,0.9540000000000001,-0.0158,0.544,0.019801980198019802
0.168,0.355,0.968,0.133,1.89,0.019801980198019802
0.934,0.34600000000000003,0.5429999999999999,-0.00207,0.174,0.019801980198019802
0.8079999999999999,0.395,0.154,2.0600000000000003e-05,0.301,0.019801980198019802
0.508,0.17600000000000002,0.912,0.00515,0.633,0.019801980198019802
0.248,0.40399999999999997,0.155,-0.0012,1.3,0.019801980198019802
0.593,0.106,0.7809999999999999,0.00132,0.523,0.019801980198019802
0.0146,0.155,0.935,-0.0382,2.75,0.019801980198019802
0.904,0.0501,0.451,0.000643,0.2,0.019801980198019802
0.83,0.321,0.6920000000000001,-0.000669,0.28,0.019801980198019802
0.679,0.282,0.852,0.00151,0.433,0.019801980198019802
0.703,0.22399999999999998,0.956,0.000849,0.408,0.019801980198019802
0.9490000000000001,0.204,0.968,-0.0026100000000000003,0.157,0.019801980198019802
0.12300000000000001,0.278,0.9390000000000001,0.5,2.35,0.019801980198019802
0.611,0.0673,0.574,-0.000759,0.501,0.019801980198019802
0.391,0.166,0.7290000000000001,0.0994,0.8009999999999999,0.019801980198019802
0.804,0.392,0.17300000000000001,4.59e-05,0.306,0.019801980198019802
0.6659999999999999,0.128,0.862,-0.00339,0.44799999999999995,0.019801980198019802
0.938,0.0979,0.743,0.000491,0.166,0.019801980198019802
0.9129999999999999,0.326,0.6679999999999999,-0.00264,0.195,0.019801980198019802
0.11199999999999999,0.0758,0.843,-0.25,2.32,0.019801980198019802
0.754,0.0171,0.172,3.6099999999999997e-05,0.358,0.019801980198019802
0.105,0.0117,0.191,-0.0104,2.38,0.019801980198019802
0.545,0.218,0.946,-0.0218,0.585,0.019801980198019802
0.831,0.266,0.894,-0.0005549999999999999,0.27699999999999997,0.019801980198019802
0.6459999999999999,0.382,0.262,0.000305,0.46299999999999997,0.019801980198019802
0.748,0.0351,0.33399999999999996,-6.11e-05,0.365,0.019801980198019802
0.968,0.385,0.239,-0.000547,0.139,0.019801980198019802
0.85,0.162,0.934,0.00278,0.258,0.019801980198019802
1.1,0.177,0.961,-0.00456,0.00671,0.019801980198019802
0.262,0.318,1.2,-0.18600000000000003,1.05,0.019801980198019802
0.9840000000000001,0.36700000000000005,0.386,-0.00159,0.12300000000000001,0.019801980198019802
0.598,0.253,0.9229999999999999,-0.0126,0.519,0.019801980198019802
0.857,0.27,0.8859999999999999,-0.0015199999999999999,0.251,0.019801980198019802
0.508,0.406,0.048,-0.00022400000000000002,0.588,0.019801980198019802
0.0573,0.11599999999999999,0.8240000000000001,-0.187,2.59,0.019801980198019802
0.23399999999999999,0.0134,0.366,0.00466,1.4,0.019801980198019802
0.64,0.20199999999999999,0.965,-0.00451,0.47700000000000004,0.019801980198019802
0.47,0.273,0.882,-0.0881,0.6759999999999999,0.019801980198019802
0.9940000000000001,0.275,0.872,-0.00563,0.11199999999999999,0.019801980198019802
0.423,0.29100000000000004,0.8740000000000001,-0.138,0.74,0.019801980198019802
0.419,0.24600000000000002,0.83,-0.11699999999999999,0.7609999999999999,0.019801980198019802
0.365,0.306,0.9279999999999999,-0.205,0.831,0.019801980198019802
0.12300000000000001,0.292,0.986,0.455,2.28,0.019801980198019802
0.31,0.0218,0.424,0.0258,0.951,0.019801980198019802
0.867,0.125,0.851,0.00265,0.24,0.019801980198019802
0.139,0.281,1.0,0.519,2.17,0.019801980198019802
0.299,0.192,0.245,0.0554,0.748,0.019801980198019802
0.833,0.00374,0.0387,6.32e-06,0.275,0.019801980198019802
0.426,0.405,0.0644,-0.000743,0.6779999999999999,0.019801980198019802
0.366,0.19899999999999998,0.591,-0.00022400000000000002,0.8290000000000001,0.019801980198019802
0.687,0.0555,0.494,-0.0015400000000000001,0.42700000000000005,0.019801980198019802
0.456,0.0846,0.7190000000000001,0.0571,0.6759999999999999,0.019801980198019802
0.607,0.349,0.528,-0.00252,0.501,0.019801980198019802
1.0,0.386,0.22899999999999998,-0.000741,0.106,0.019801980198019802
0.267,0.0531,0.9840000000000001,0.10300000000000001,1.16,0.019801980198019802
0.732,0.067,0.574,-0.0006230000000000001,0.381,0.019801980198019802
0.498,0.405,0.056,-0.000304,0.599,0.019801980198019802
0.00938,0.10400000000000001,0.757,-0.0297,2.59,0.019801980198019802
0.9109999999999999,0.308,0.757,-0.00307,0.19699999999999998,0.019801980198019802
0.156,0.38799999999999996,0.473,0.0304,2.02,0.019801980198019802
0.85,0.0841,0.675,0.00197,0.257,0.019801980198019802
0.32299999999999995,0.0631,0.872,0.146,0.9229999999999999,0.019801980198019802
0.42100000000000004,0.0791,0.7290000000000001,0.0833,0.725,0.019801980198019802
0.7909999999999999,0.205,0.9620000000000001,0.00215,0.318,0.019801980198019802
0.758,0.29100000000000004,0.821,0.00218,0.35200000000000004,0.019801980198019802
0.847,0.0191,0.18899999999999997,0.000154,0.26,0.019801980198019802
1.07,0.275,0.8740000000000001,-0.00665,0.035,0.019801980198019802
0.5489999999999999,0.29,0.835,-0.03,0.569,0.019801980198019802
0.474,0.0943,0.7490000000000001,0.0489,0.655,0.019801980198019802
0.0757,0.21,0.787,0.0761,2.89,0.019801980198019802
0.6859999999999999,0.386,0.23399999999999999,0.00036,0.424,0.019801980198019802
0.256,0.27699999999999997,0.843,-0.266,0.797,0.019801980198019802
0.9990000000000001,0.345,0.5479999999999999,-0.0032600000000000003,0.109,0.019801980198019802
0.649,0.028,0.27,-0.000624,0.46399999999999997,0.019801980198019802
0.0363,0.0297,0.28800000000000003,-0.018,2.49,0.019801980198019802
0.478,0.128,0.845,0.0504,0.6609999999999999,0.019801980198019802
0.965,0.261,0.909,-0.00481,0.141,0.019801980198019802
0.6729999999999999,0.151,0.917,-0.00316,0.442,0.019801980198019802
0.0,0.18,0.985,0.0,2.83,0.019801980198019802
0.835,0.0195,0.193,0.000126,0.273,0.019801980198019802
0.325,0.20600000000000002,0.392,-0.0304,0.8140000000000001,0.019801980198019802
0.6459999999999999,0.253,0.922,-0.00256,0.467,0.019801980198019802
0.8190000000000001,0.37799999999999995,0.306,-2.01e-06,0.29,0.019801980198019802
0.46,0.21100000000000002,0.8640000000000001,-0.034,0.705,0.019801980198019802
0.8370000000000001,0.22699999999999998,0.9540000000000001,0.0006929999999999999,0.271,0.019801980198019802
0.529,0.0724,0.614,0.0132,0.585,0.019801980198019802
0.698,0.20800000000000002,0.963,6.790000000000001e-05,0.413,0.019801980198019802
1.04,0.0158,0.158,-0.000302,0.0645,0.019801980198019802
0.915,0.0625,0.54,0.00065,0.19,0.019801980198019802
0.175,0.0596,1.05,-0.142,1.86,0.019801980198019802
0.0245,0.379,0.28800000000000003,0.012,2.42,0.019801980198019802
0.8590000000000001,0.34600000000000003,0.547,-0.000932,0.25,0.019801980198019802
0.163,0.161,0.157,-0.138,2.47,0.019801980198019802
0.878,0.24600000000000002,0.934,-0.00146,0.23,0.019801980198019802
0.16899999999999998,0.289,1.15,0.389,1.71,0.019801980198019802
0.14400000000000002,0.0944,1.05,-0.371,2.11,0.019801980198019802
0.77,0.18899999999999997,0.9590000000000001,0.0020399999999999997,0.34,0.019801980198019802
0.201,0.355,1.07,0.058,1.62,0.019801980198019802
1.08,0.221,0.966,-0.0059299999999999995,0.025,0.019801980198019802
0.778,0.38,0.29,0.000327,0.331,0.019801980198019802
1.01,0.113,0.81,-0.0022,0.0903,0.019801980198019802
0.7070000000000001,0.153,0.9209999999999999,-0.00123,0.405,0.019801980198019802
1.1,0.185,0.968,-0.00464,0.0,0.019801980198019802
1.01,0.36,0.442,-0.00255,0.0963,0.019801980198019802
1.04,0.22899999999999998,0.9590000000000001,-0.00588,0.0631,0.019801980198019802
0.272,0.252,0.48,-0.26,0.698,0.019801980198019802
0.6920000000000001,0.0562,0.5,-0.00146,0.42200000000000004,0.019801980198019802
1.04,0.272,0.8809999999999999,-0.0066,0.0698,0.019801980198019802
0.182,0.405,0.14,0.00176,1.85,0.019801980198019802
0.99,0.215,0.9670000000000001,-0.00439,0.11599999999999999,0.019801980198019802
0.581,0.397,0.133,-0.000306,0.523,0.019801980198019802
0.6759999999999999,0.27899999999999997,0.862,0.0013,0.435,0.019801980198019802
0.81,0.21600000000000003,0.9590000000000001,0.0016300000000000002,0.297,0.019801980198019802
0.7240000000000001,0.319,0.7020000000000001,0.00221,0.386,0.019801980198019802
0.0231,0.36200000000000004,0.42200000000000004,0.0251,2.42,0.019801980198019802
0.6890000000000001,0.26899999999999996,0.887,0.0016899999999999999,0.42200000000000004,0.019801980198019802
0.608,0.314,0.732,-0.00586,0.502,0.019801980198019802
0.121,0.387,0.387,0.0345,2.22,0.019801980198019802
0.7979999999999999,0.275,0.87,0.000644,0.311,0.019801980198019802
0.551,0.19699999999999998,0.9490000000000001,-0.0114,0.5770000000000001,0.019801980198019802
0.36700000000000005,0.23199999999999998,0.6579999999999999,-0.129,0.8270000000000001,0.019801980198019802
0.843,0.382,0.265,-0.000152,0.266,0.019801980198019802
0.9390000000000001,0.193,0.966,-0.00183,0.16699999999999998,0.019801980198019802
0.782,0.109,0.794,0.0017,0.32799999999999996,0.019801980198019802
0.57,0.102,0.763,0.005679999999999999,0.546,0.019801980198019802
0.996,0.34700000000000003,0.535,-0.00303,0.11199999999999999,0.019801980198019802
0.604,0.109,0.7929999999999999,-0.000261,0.511,0.019801980198019802
0.26899999999999996,0.0839,1.12,0.205,1.05,0.019801980198019802
0.575,0.272,0.884,-0.0201,0.542,0.019801980198019802
0.0201,0.325,0.6629999999999999,0.0537,2.46,0.019801980198019802
0.617,0.253,0.9229999999999999,-0.00782,0.498,0.019801980198019802
0.517,0.156,0.9009999999999999,0.0153,0.618,0.019801980198019802
0.187,0.141,0.506,-0.127,1.38,0.019801980198019802
0.5920000000000001,0.406,0.0411,-1.9600000000000002e-05,0.512,0.019801980198019802
0.705,0.0451,0.41600000000000004,-0.0009199999999999999,0.41,0.019801980198019802
0.0862,0.0882,0.795,-0.237,2.45,0.019801980198019802
0.016,0.23800000000000002,0.9670000000000001,0.0435,2.75,0.019801980198019802
0.366,0.091,0.856,0.17300000000000001,0.823,0.019801980198019802
0.998,0.0493,0.445,-0.000704,0.10300000000000001,0.019801980198019802
0.695,0.152,0.92,-0.00198,0.418,0.019801980198019802
0.377,0.0898,0.8340000000000001,0.154,0.802,0.019801980198019802
0.7170000000000001,0.384,0.253,0.000388,0.395,0.019801980198019802
0.853,0.184,0.958,0.0021,0.255,0.019801980198019802
0.442,0.342,0.672,-0.0623,0.69,0.019801980198019802
0.84,0.39799999999999996,0.11800000000000001,-5.3500000000000006e-05,0.26899999999999996,0.019801980198019802
0.00495,0.373,0.332,0.00275,2.43,0.019801980198019802
0.743,0.308,0.757,0.00227,0.36700000000000005,0.019801980198019802
0.948,0.285,0.8420000000000001,-0.0042899999999999995,0.16,0.019801980198019802
0.5770000000000001,0.188,0.9540000000000001,-0.007390000000000001,0.545,0.019801980198019802
0.0404,0.105,0.7759999999999999,-0.124,2.57,0.019801980198019802
0.5,0.0,0.0,0.0,0.603,0.019801980198019802
0.067,0.168,0.84,-0.14,2.81,0.019801980198019802
0.871,0.14400000000000002,0.9009999999999999,0.00253,0.23600000000000002,0.019801980198019802
0.247,0.39799999999999996,0.314,-0.00442,1.31,0.019801980198019802
0.312,0.193,0.32,0.0514,0.79,0.019801980198019802
0.895,0.135,0.88,0.0018899999999999998,0.21,0.019801980198019802
1.02,0.0245,0.239,-0.00037799999999999997,0.0859,0.019801980198019802
0.564,0.309,0.76,-0.0193,0.5489999999999999,0.019801980198019802
0.775,0.14400000000000002,0.902,0.0019,0.335,0.019801980198019802
1.01,0.406,0.0395,-7.32e-05,0.1,0.019801980198019802
0.18100000000000002,0.0486,0.955,-0.0899,1.83,0.019801980198019802
0.508,0.11900000000000001,0.828,0.0305,0.619,0.019801980198019802
1.05,0.18600000000000003,0.9670000000000001,-0.00443,0.0513,0.019801980198019802
1.03,0.248,0.934,-0.0062,0.0755,0.019801980198019802
0.24600000000000002,0.0561,1.07,0.0757,1.27,0.019801980198019802
0.71,0.14800000000000002,0.912,-0.0012,0.40299999999999997,0.019801980198019802
0.26,0.39,0.494,-0.0155,1.23,0.019801980198019802
1.08,0.14,0.8959999999999999,-0.00329,0.0275,0.019801980198019802
0.6409999999999999,0.243,0.937,-0.0036,0.473,0.019801980198019802
0.621,0.0221,0.21600000000000003,-0.000264,0.491,0.019801980198019802
0.309,0.0155,0.313,0.014,0.9490000000000001,0.019801980198019802
1.03,0.0691,0.585,-0.00252,0.0721,0.019801980198019802
0.152,0.136,0.8170000000000001,-0.48700000000000004,2.18,0.019801980198019802
0.40299999999999997,0.14800000000000002,0.7929999999999999,0.12,0.779,0.019801980198019802
0.007490000000000001,0.0812,0.636,-0.0187,2.54,0.019801980198019802
0.314,0.225,0.4,-0.138,0.797,0.019801980198019802
0.654,0.12,0.8370000000000001,-0.0033399999999999997,0.461,0.019801980198019802
1.04,0.382,0.264,-0.00107,0.0728,0.019801980198019802
0.384,0.159,0.731,0.125,0.807,0.019801980198019802
0.442,0.0753,0.6829999999999999,0.0596,0.6920000000000001,0.019801980198019802
0.21899999999999997,0.0181,0.484,0.00187,1.53,0.019801980198019802
0.9009999999999999,0.23800000000000002,0.946,-0.00195,0.207,0.019801980198019802
0.466,0.16699999999999998,0.866,0.0315,0.691,0.019801980198019802
0.813,0.0669,0.573,0.00134,0.29600000000000004,0.019801980198019802
0.856,0.127,0.857,0.0028399999999999996,0.251,0.019801980198019802
0.638,0.106,0.78,-0.00271,0.47700000000000004,0.019801980198019802
0.975,0.32,0.698,-0.00404,0.133,0.019801980198019802
0.39899999999999997,0.27399999999999997,0.863,-0.172,0.784,0.019801980198019802
0.774,0.10800000000000001,0.7909999999999999,0.00134,0.337,0.019801980198019802
0.8590000000000001,0.0466,0.426,0.000758,0.248,0.019801980198019802
0.488,0.28300000000000003,0.867,-0.0714,0.647,0.019801980198019802
1.02,0.275,0.8740000000000001,-0.006229999999999999,0.0877,0.019801980198019802
0.136,0.166,0.419,-0.4,2.9,0.019801980198019802
0.615,0.35700000000000004,0.466,-0.00124,0.494,0.019801980198019802
0.78,0.255,0.915,0.0017,0.32899999999999996,0.019801980198019802
0.945,0.19,0.965,-0.0019199999999999998,0.161,0.019801980198019802
0.37799999999999995,0.358,0.6659999999999999,-0.0742,0.7959999999999999,0.019801980198019802
0.802,0.10800000000000001,0.79,0.00237,0.307,0.019801980198019802
0.778,0.128,0.861,0.0018899999999999998,0.332,0.019801980198019802
1.08,0.128,0.8590000000000001,-0.00386,0.0233,0.019801980198019802
1.02,0.23399999999999999,0.953,-0.0057799999999999995,0.0809,0.019801980198019802
0.8370000000000001,0.307,0.759,-0.00109,0.272,0.019801980198019802
0.948,0.281,0.857,-0.00434,0.159,0.019801980198019802
0.48,0.298,0.835,-0.074,0.653,0.019801980198019802
0.28800000000000003,0.402,0.188,-0.00361,1.05,0.019801980198019802
0.514,0.255,0.91,-0.0498,0.619,0.019801980198019802
0.589,0.402,0.0817,-8.05e-05,0.515,0.019801980198019802
0.305,0.253,0.593,-0.262,0.8029999999999999,0.019801980198019802
0.826,0.308,0.758,-0.000678,0.284,0.019801980198019802
0.301,0.395,0.32299999999999995,-0.012,0.9990000000000001,0.019801980198019802
0.45899999999999996,0.32299999999999995,0.754,-0.0718,0.6729999999999999,0.019801980198019802
1.01,0.313,0.728,-0.00536,0.0961,0.019801980198019802
0.665,0.358,0.46399999999999997,0.00115,0.445,0.019801980198019802
0.82,0.163,0.9359999999999999,0.0030600000000000002,0.28800000000000003,0.019801980198019802
0.743,0.0769,0.636,-0.00023999999999999998,0.369,0.019801980198019802
0.976,0.22,0.9640000000000001,-0.00405,0.13,0.019801980198019802
0.157,0.0794,1.09,-0.27399999999999997,1.98,0.019801980198019802
0.98,0.133,0.8740000000000001,-0.00143,0.12300000000000001,0.019801980198019802
0.39899999999999997,0.231,0.7559999999999999,-0.10300000000000001,0.7929999999999999,0.019801980198019802
0.0669,0.0542,0.5489999999999999,-0.0947,2.45,0.019801980198019802
0.631,0.033,0.313,-0.000654,0.48100000000000004,0.019801980198019802
0.818,0.303,0.7759999999999999,-0.000408,0.292,0.019801980198019802
0.5379999999999999,0.0512,0.466,0.00613,0.573,0.019801980198019802
0.13699999999999998,0.397,0.267,0.013,2.16,0.019801980198019802
0.065,0.0,0.0,0.0,2.49,0.019801980198019802
0.102,0.243,0.742,0.36700000000000005,2.77,0.019801980198019802
0.736,0.138,0.887,-0.00016999999999999999,0.377,0.019801980198019802
0.0828,0.37,0.48,0.0717,2.34,0.019801980198019802
0.124,0.18100000000000002,0.36700000000000005,-0.226,3.12,0.019801980198019802
0.637,0.39799999999999996,0.11599999999999999,-1.66e-05,0.47100000000000003,0.019801980198019802
0.132,0.183,0.252,-0.209,3.21,0.019801980198019802
0.82,0.011,0.11199999999999999,0.00011100000000000001,0.28800000000000003,0.019801980198019802
0.18899999999999997,0.0964,1.22,-0.19,1.55,0.019801980198019802
0.335,0.204,0.447,-0.0181,0.8270000000000001,0.019801980198019802
0.873,0.0387,0.36200000000000004,0.0005099999999999999,0.233,0.019801980198019802
0.57,0.341,0.584,-0.00944,0.5379999999999999,0.019801980198019802
0.982,0.253,0.924,-0.00504,0.124,0.019801980198019802
1.08,0.292,0.818,-0.0066099999999999996,0.0221,0.019801980198019802
0.639,0.25,0.927,-0.00373,0.475,0.019801980198019802
0.752,0.336,0.609,0.00131,0.358,0.019801980198019802
0.532,0.0488,0.44799999999999995,0.00657,0.579,0.019801980198019802
0.645,0.41,0.0,0.0,0.46399999999999997,0.019801980198019802
1.0,0.204,0.97,-0.00447,0.102,0.019801980198019802
0.45799999999999996,0.317,0.782,-0.0786,0.6759999999999999,0.019801980198019802
0.10400000000000001,0.10099999999999999,0.879,-0.332,2.42,0.019801980198019802
0.00831,0.18100000000000002,0.9840000000000001,-0.009290000000000001,2.82,0.019801980198019802
0.727,0.405,0.0528,5.39e-05,0.384,0.019801980198019802
0.81,0.222,0.956,0.00149,0.298,0.019801980198019802
0.625,0.336,0.61,-0.0014,0.484,0.019801980198019802
0.9890000000000001,0.2,0.9690000000000001,-0.00394,0.11599999999999999,0.019801980198019802
0.924,0.225,0.958,-0.00247,0.184,0.019801980198019802
0.674,0.147,0.91,-0.00312,0.44,0.019801980198019802
0.151,0.386,0.49700000000000005,0.0375,2.05,0.019801980198019802
0.645,0.20800000000000002,0.965,-0.0039299999999999995,0.47,0.019801980198019802
1.01,0.3,0.7879999999999999,-0.00562,0.10099999999999999,0.019801980198019802
0.98,0.20199999999999999,0.9690000000000001,-0.00365,0.126,0.019801980198019802
1.1,0.37,0.34600000000000003,0.00864,0.0604,0.019801980198019802
0.695,0.318,0.7070000000000001,0.0021899999999999997,0.415,0.019801980198019802
0.96,0.0548,0.486,8.93e-06,0.14400000000000002,0.019801980198019802
1.03,0.313,0.727,-0.00614,0.0762,0.019801980198019802
0.152,0.381,0.581,0.0517,2.04,0.019801980198019802
0.737,0.276,0.868,0.00259,0.374,0.019801980198019802
0.2,0.0,0.0,0.0,1.72,0.019801980198019802
0.16,0.0481,0.873,-0.121,2.0,0.019801980198019802
0.88,0.0,0.0,0.0,0.225,0.019801980198019802
0.6729999999999999,0.282,0.852,0.00119,0.439,0.019801980198019802
0.9790000000000001,0.0102,0.10300000000000001,-1.25e-05,0.12300000000000001,0.019801980198019802
0.489,0.325,0.718,-0.0491,0.633,0.019801980198019802
0.8140000000000001,0.256,0.915,0.000452,0.295,0.019801980198019802
0.46299999999999997,0.344,0.628,-0.0464,0.66,0.019801980198019802
0.884,0.364,0.41700000000000004,-0.000877,0.225,0.019801980198019802
0.782,0.125,0.851,0.00201,0.32799999999999996,0.019801980198019802
0.266,0.389,0.5,-0.018,1.19,0.019801980198019802
0.32799999999999996,0.0608,0.838,0.134,0.9079999999999999,0.019801980198019802
0.25,0.0,0.0,0.0,1.27,0.019801980198019802
0.688,0.14400000000000002,0.904,-0.00253,0.426,0.019801980198019802
0.32899999999999996,0.17,0.499,0.159,0.826,0.019801980198019802
0.9990000000000001,0.319,0.6990000000000001,-0.00473,0.109,0.019801980198019802
0.8420000000000001,0.0472,0.431,0.000808,0.266,0.019801980198019802
0.773,0.128,0.861,0.0016300000000000002,0.33799999999999997,0.019801980198019802
0.5579999999999999,0.147,0.902,0.00533,0.5660000000000001,0.019801980198019802
0.133,0.0608,0.858,-0.19699999999999998,2.2,0.019801980198019802
0.787,0.10300000000000001,0.768,0.00172,0.324,0.019801980198019802
0.445,0.11699999999999999,0.8240000000000001,0.0837,0.7040000000000001,0.019801980198019802
0.129,0.10300000000000001,0.977,-0.406,2.27,0.019801980198019802
0.36,0.32,0.9259999999999999,-0.185,0.84,0.019801980198019802
1.08,0.247,0.9359999999999999,-0.00613,0.0275,0.019801980198019802
0.877,0.132,0.872,0.00251,0.23,0.019801980198019802
0.987,0.37200000000000005,0.35200000000000004,-0.00141,0.121,0.019801980198019802
0.563,0.147,0.903,0.00399,0.5589999999999999,0.019801980198019802
0.397,0.35600000000000004,0.645,-0.0681,0.759,0.019801980198019802
0.607,0.317,0.715,-0.00564,0.504,0.019801980198019802
0.951,0.242,0.941,-0.00402,0.155,0.019801980198019802
0.493,0.008029999999999999,0.0854,0.0005,0.61,0.019801980198019802
0.8029999999999999,0.0771,0.636,0.00156,0.307,0.019801980198019802
0.664,0.0587,0.516,-0.0019,0.452,0.019801980198019802
0.586,0.21899999999999997,0.958,-0.0132,0.534,0.019801980198019802
0.68,0.32299999999999995,0.6829999999999999,0.00186,0.431,0.019801980198019802
0.44,0.38,0.342,-0.0148,0.675,0.019801980198019802
0.141,0.0826,1.02,-0.311,2.13,0.019801980198019802
0.7829999999999999,0.24,0.938,0.0018800000000000002,0.325,0.019801980198019802
1.07,0.271,0.884,-0.00648,0.0323,0.019801980198019802
0.37,0.0325,0.45,0.0346,0.789,0.019801980198019802
0.0675,0.31,0.8059999999999999,0.214,2.44,0.019801980198019802
1.07,0.386,0.22699999999999998,0.0027600000000000003,0.042,0.019801980198019802
0.825,0.299,0.794,-0.0006889999999999999,0.284,0.019801980198019802
0.956,0.0337,0.32,-7.01e-05,0.147,0.019801980198019802
0.0152,0.142,0.9009999999999999,-0.0463,2.71,0.019801980198019802
0.46799999999999997,0.126,0.84,0.0599,0.675,0.019801980198019802
0.27,0.33299999999999996,1.16,-0.157,1.09,0.019801980198019802
0.9390000000000001,0.254,0.922,-0.0038,0.16899999999999998,0.019801980198019802
0.857,0.0275,0.267,0.000314,0.249,0.019801980198019802
0.716,0.0717,0.604,-0.00114,0.39799999999999996,0.019801980198019802
0.0788,0.27,0.875,0.305,2.59,0.019801980198019802
0.387,0.0543,0.63,0.0703,0.77,0.019801980198019802
0.159,0.161,0.23,-0.222,2.58,0.019801980198019802
0.8590000000000001,0.163,0.937,0.00256,0.249,0.019801980198019802
0.634,0.36700000000000005,0.389,0.00011499999999999999,0.474,0.019801980198019802
0.551,0.183,0.943,-0.00551,0.578,0.019801980198019802
0.652,0.18600000000000003,0.961,-0.00372,0.46399999999999997,0.019801980198019802
1.09,0.309,0.748,-0.00701,0.0102,0.019801980198019802
0.805,0.127,0.856,0.00282,0.304,0.019801980198019802
0.93,0.325,0.6709999999999999,-0.00297,0.17800000000000002,0.019801980198019802
0.5920000000000001,0.21899999999999997,0.958,-0.0121,0.528,0.019801980198019802
0.32,0.278,0.847,-0.28600000000000003,0.8540000000000001,0.019801980198019802
0.284,0.0184,0.413,0.019,1.07,0.019801980198019802
0.14800000000000002,0.0304,0.595,-0.0604,2.12,0.019801980198019802
0.9890000000000001,0.193,0.968,-0.00371,0.11599999999999999,0.019801980198019802
1.09,0.14800000000000002,0.9129999999999999,-0.00259,0.0077599999999999995,0.019801980198019802
0.0999,0.253,0.7979999999999999,0.389,2.68,0.019801980198019802
0.68,0.157,0.9279999999999999,-0.00274,0.433,0.019801980198019802
0.48700000000000004,0.10099999999999999,0.769,0.0422,0.6409999999999999,0.019801980198019802
0.778,0.259,0.907,0.0016699999999999998,0.331,0.019801980198019802
0.081,0.0359,0.43200000000000005,-0.0593,2.42,0.019801980198019802
0.48700000000000004,0.113,0.81,0.0444,0.644,0.019801980198019802
0.643,0.405,0.0508,1.31e-05,0.466,0.019801980198019802
0.531,0.105,0.777,0.0182,0.588,0.019801980198019802
0.361,0.172,0.619,0.114,0.831,0.019801980198019802
0.69,0.237,0.9440000000000001,0.00075,0.42200000000000004,0.019801980198019802
0.594,0.126,0.853,0.000563,0.523,0.019801980198019802
0.7609999999999999,0.0338,0.32299999999999995,0.00014099999999999998,0.35100000000000003,0.019801980198019802
0.452,0.315,0.797,-0.0861,0.685,0.019801980198019802
0.389,0.146,0.775,0.14300000000000002,0.7979999999999999,0.019801980198019802
0.298,0.042,0.76,0.0817,1.02,0.019801980198019802
0.49,0.321,0.74,-0.0519,0.632,0.019801980198019802
0.37200000000000005,0.00491,0.0747,0.00124,0.754,0.019801980198019802
0.115,0.377,0.511,0.0664,2.23,0.019801980198019802
0.6709999999999999,0.154,0.9229999999999999,-0.0032,0.44299999999999995,0.019801980198019802
0.504,0.29600000000000004,0.83,-0.0554,0.621,0.019801980198019802
0.275,0.0556,0.982,0.11900000000000001,1.11,0.019801980198019802
0.289,0.133,0.7170000000000001,0.306,0.8240000000000001,0.019801980198019802
0.527,0.14,0.8809999999999999,0.0174,0.602,0.019801980198019802
0.364,0.301,0.925,-0.213,0.831,0.019801980198019802
0.039,0.195,0.9420000000000001,-0.00454,2.81,0.019801980198019802
0.382,0.294,0.899,-0.193,0.8029999999999999,0.019801980198019802
0.924,0.256,0.9179999999999999,-0.0032600000000000003,0.185,0.019801980198019802
0.447,0.177,0.8370000000000001,0.0295,0.723,0.019801980198019802
